#;Method;URL;Response code;Response Message;Content Type;Duration
59;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery.json-2.4.min.js;200;OK;text/javascript;222
60;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/tooltip/tooltp.js;200;OK;text/javascript;446
61;GET;http://afs-sl-pcmuit01.afservice.org/widgets/tooltip/tooltipedit.js;200;OK;text/javascript;3
62;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/session-link/js/session-link.js;200;OK;text/javascript;3
63;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/change-hpage/js/change-hpage.js;200;OK;text/javascript;4
64;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/main-menu/js/main-menu.js;200;OK;text/javascript;3
65;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/js/mustache.min.js;200;OK;text/javascript;3
66;GET;http://afs-sl-pcmuit01.afservice.org/widgets/selectyze/Selectyze.jquery.js;200;OK;text/javascript;4
67;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/js/typeahead.js;200;OK;text/javascript;3
68;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/js/search-dropdown.js;200;OK;text/javascript;3
69;GET;http://afs-sl-pcmuit01.afservice.org/widgets/selectitbox/jquery.selectBoxIt.js;200;OK;text/javascript;14
70;GET;http://stats.g.doubleclick.net/dc.js;200;OK;text/javascript;274
71;POST;http://afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-cart?op=mall.web.misc.cartLink.cartLink;200;OK;application/json;241
72;GET;http://cdn.brcdn.com/v1/br-trk-5149.js;200;OK;application/javascript;172
73;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/omnitureDevelopment/s_code.js;200;OK;text/javascript;240
74;GET;http://afservices.122.2o7.net/b/ss/afspcmalldev/1/H.19.4/s58817797990683?AQB=1&ndh=1&t=2/1/2015%2011%3A37%3A35%201%20-480&ns=afservices&pageName=Checkout%3A%20Shopping%20Cart&g=http%3A//afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-cart&r=http%3A//afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-cart&cc=USD&ch=Checkout&server=AFS-SL-PCMUIT01&events=scView&c1=Checkout%3A%20Shopping%20Cart&c2=Checkout%3A%20Shopping%20Cart&c3=Shopping%20Cart&c4=Shopping%20Cart&v15=061734CDE6994D33825A8DA6F1BF9698&s=1024x768&c=24&j=1.7&v=N&k=Y&bw=1256&bh=605&p=Shockwave%20Flash%3B&pid=Checkout%3A%20Shopping%20Cart&pidt=1&oid=http%3A//afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-cart&ot=A&AQE=1;200;OK;image/gif;544
75;GET;http://afs-sl-pcmuit01.afservice.org/mall/stylesheet/wbd.css;200;OK;text/css;237
76;GET;http://afs-sl-pcmuit01.afservice.org/css/default.css;200;OK;text/css;4
77;GET;http://afs-sl-pcmuit01.afservice.org/pages/hpage/page.css;200;OK;text/css;3
78;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/css/header.css;200;OK;text/css;3
79;GET;http://afs-sl-pcmuit01.afservice.org/widgets/selectitbox/jquery.selectBoxIt.css;200;OK;text/css;4
80;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/css/search-bar.css;200;OK;text/css;4
81;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/css/typeahead.css;200;OK;text/css;4
82;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/main-menu/css/main-menu.css;200;OK;text/css;5
83;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/change-hpage/css/change-hpage.css;200;OK;text/css;4
84;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/stylesheet/searchRedesign/commons/reset.css;200;OK;text/css;3
85;GET;http://pcmall.websitealive.com/2027/Visitor/vTracker_v2.asp?websiteid=0&groupid=2027;302;Object moved;text/html;394
86;GET;http://tracking.websitealive.com/vTracker_v2.asp?objectref=mallpc&groupid=2027&websiteid=0&departmentid=&wsa_custom0=&wsa_custom1=&wsa_custom2=&wsa_custom3=&wsa_custom4=;200;OK;application/x-javascript;253
87;GET;http://www.googlecommerce.com/trustedstores/gtmp_compiled.js;200;OK;text/javascript;167
88;GET;http://www.gstatic.com/trustedstores/js/gtmp_compiled_CJq5WsikOC4.js;200;OK;text/javascript;492
89;GET;http://www.googlecommerce.com/trustedstores/s/tm2?id=235936&base_sid=7846456&jsv=CJq5WsikOC4&xpc=%7B%22cn%22%3A%22Gp2G4g2MAR%22%2C%22tp%22%3Anull%2C%22osh%22%3Anull%2C%22ppu%22%3A%22http%3A%2F%2Fafs-sl-pcmuit01.afservice.org%2Frobots.txt%22%2C%22lpu%22%3A%22http%3A%2F%2Fwww.googlecommerce.com%2Frobots.txt%22%7D;200;OK;text/html;195
90;GET;http://afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-257;200;OK;text/html;1180
91;GET;http://afs-sl-pcmuit01.afservice.org/mall/frameworks/jquery/jquery-1.11.0.min.js?ver;200;OK;text/javascript;257
92;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/prototype-min-1.6.0.2/p-min.js;200;OK;text/javascript;265
93;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/scriptaculous-js-1.8.1/scriptaculous.js?load=effects,controls;200;OK;text/javascript;392
94;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/scriptaculous-js-1.8.1/effects.js;200;OK;text/javascript;239
95;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/scriptaculous-js-1.8.1/controls.js;200;OK;text/javascript;250
96;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/jquery/trunk8.js;200;OK;text/javascript;241
97;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/org/jquery/jquery.validate.min.js;200;OK;text/javascript;457
98;POST;http://afs-sl-pcmuit01.afservice.org/ajaxCall/signInValidation;200;OK;application/json;234
99;POST;https://afs-sl-pcmuit01.afservice.org/o/New-Sign-in/msc-445;302;Found;text/html;1472
100;GET;http://afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-257;200;OK;text/html;806
101;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/jquery/jquery-1.4.3.min.js;200;OK;text/javascript;355
102;GET;http://image1.cc-inc.com/pcm/followus.js;200;OK;application/x-javascript;177
103;GET;http://afs-sl-pcmuit01.afservice.org/assets/jquery/plugins/velocity.min.js;200;OK;text/javascript;240
104;GET;http://afs-sl-pcmuit01.afservice.org/mall/frameworks/fancyzoom/fancyzoom.js;200;OK;text/javascript;236
105;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/adobeMbox/mbox.js;200;OK;text/javascript;238
106;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/marketing/pcmLiveChat.js;200;OK;text/javascript;232
107;GET;http://afs-sl-pcmuit01.afservice.org/widgets/selectitbox/jquery-ui-1.10.4.custom.min.js;200;OK;text/javascript;234
108;GET;http://afs-sl-pcmuit01.afservice.org/widgets/tooltip/tooltipedit.js;200;OK;text/javascript;233
109;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/session-link/js/session-link.js;200;OK;text/javascript;233
110;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/change-hpage/js/change-hpage.js;200;OK;text/javascript;233
111;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/main-menu/js/main-menu.js;200;OK;text/javascript;233
112;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/js/mustache.min.js;200;OK;text/javascript;235
113;GET;http://afs-sl-pcmuit01.afservice.org/widgets/selectyze/Selectyze.jquery.js;200;OK;text/javascript;234
114;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/js/typeahead.js;200;OK;text/javascript;234
115;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/js/search-dropdown.js;200;OK;text/javascript;233
116;GET;http://afs-sl-pcmuit01.afservice.org/widgets/selectitbox/jquery.selectBoxIt.js;200;OK;text/javascript;470
117;GET;http://stats.g.doubleclick.net/dc.js;200;OK;text/javascript;273
118;GET;http://cdn.brcdn.com/v1/br-trk-5149.js;200;OK;application/javascript;173
119;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/omnitureDevelopment/s_code.js;200;OK;text/javascript;249
120;GET;http://afservices.122.2o7.net/b/ss/afspcmalldev/1/H.19.4/s55467984007082?AQB=1&ndh=1&t=2/1/2015%2011%3A37%3A52%201%20-480&ns=afservices&pageName=Checkout%3AShopping%20Cart&g=http%3A//afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-257&r=http%3A//afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-257&cc=USD&ch=Checkout&server=AFS-SL-PCMUIT01&events=event10&c1=Checkout%3AShopping%20Cart&c2=Checkout%3AShopping%20Cart&c3=Shopping%20Cart%3ASaved%20Carts%20List&c4=Shopping%20Cart&c7=manilaqa%2Bstagepcm1@gmail.com&v10=manilaqa%2Bstagepcm1@gmail.com&v15=3B72CE2AA617481598D339BCD8AE8EA1&s=1024x768&c=24&j=1.7&v=N&k=Y&bw=1256&bh=605&p=Shockwave%20Flash%3B&pid=Checkout%3A%20Shopping%20Cart&pidt=1&oid=http%3A//afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-257&ot=A&AQE=1;200;OK;image/gif;571
121;GET;http://afs-sl-pcmuit01.afservice.org/mall/stylesheet/wbd.css;200;OK;text/css;459
122;GET;http://afs-sl-pcmuit01.afservice.org/css/default.css;200;OK;text/css;234
123;GET;http://afs-sl-pcmuit01.afservice.org/pages/hpage/page.css;200;OK;text/css;232
124;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/css/header.css;200;OK;text/css;232
125;GET;http://afs-sl-pcmuit01.afservice.org/widgets/selectitbox/jquery.selectBoxIt.css;200;OK;text/css;234
126;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/css/search-bar.css;200;OK;text/css;235
127;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/search-bar/css/typeahead.css;200;OK;text/css;232
128;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/main-menu/css/main-menu.css;200;OK;text/css;236
129;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/change-hpage/css/change-hpage.css;200;OK;text/css;235
130;GET;http://pcmall.websitealive.com/2027/Visitor/vTracker_v2.asp?websiteid=0&groupid=2027;302;Object moved;text/html;259
131;GET;http://tracking.websitealive.com/vTracker_v2.asp?objectref=mallpc&groupid=2027&websiteid=0&departmentid=&wsa_custom0=&wsa_custom1=&wsa_custom2=&wsa_custom3=&wsa_custom4=;200;OK;application/x-javascript;313
132;GET;http://www.googlecommerce.com/trustedstores/gtmp_compiled.js;200;OK;text/javascript;165
133;GET;http://www.gstatic.com/trustedstores/js/gtmp_compiled_CJq5WsikOC4.js;200;OK;text/javascript;335
134;POST;http://afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-257?op=mall.web.misc.cartLink.cartLink;200;OK;application/json;243
135;GET;http://www.googlecommerce.com/trustedstores/s/tm2?id=235936&base_sid=7846456&jsv=CJq5WsikOC4&xpc=%7B%22cn%22%3A%22xNioRN70lI%22%2C%22tp%22%3Anull%2C%22osh%22%3Anull%2C%22ppu%22%3A%22http%3A%2F%2Fafs-sl-pcmuit01.afservice.org%2Frobots.txt%22%2C%22lpu%22%3A%22http%3A%2F%2Fwww.googlecommerce.com%2Frobots.txt%22%7D;200;OK;text/html;194
136;GET;http://afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-cart;200;OK;text/html;1082
137;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery.json-2.4.min.js;200;OK;text/javascript;248
138;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/tooltip/tooltp.js;200;OK;text/javascript;47
139;POST;http://afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-cart?op=mall.web.misc.cartLink.cartLink;200;OK;application/json;272
140;GET;http://afservices.122.2o7.net/b/ss/afspcmalldev/1/H.19.4/s5170096304385?AQB=1&ndh=1&t=2/1/2015%2011%3A38%3A9%201%20-480&ns=afservices&pageName=Checkout%3A%20Shopping%20Cart&g=http%3A//afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-cart&r=http%3A//afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-257&cc=USD&ch=Checkout&server=AFS-SL-PCMUIT01&events=scView&c1=Checkout%3A%20Shopping%20Cart&c2=Checkout%3A%20Shopping%20Cart&c3=Shopping%20Cart&c4=Shopping%20Cart&v15=3B72CE2AA617481598D339BCD8AE8EA1&s=1024x768&c=24&j=1.7&v=N&k=Y&bw=1256&bh=605&p=Shockwave%20Flash%3B&pid=Checkout%3AShopping%20Cart&pidt=1&oid=http%3A//afs-sl-pcmuit01.afservice.org/n/Shopping-Cart/msc-cart&ot=A&AQE=1;200;OK;image/gif;573
141;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/stylesheet/searchRedesign/commons/reset.css;200;OK;text/css;458
142;GET;http://pcmall.websitealive.com/2027/Visitor/vTracker_v2.asp?websiteid=0&groupid=2027;302;Object moved;text/html;241
143;GET;http://tracking.websitealive.com/vTracker_v2.asp?objectref=mallpc&groupid=2027&websiteid=0&departmentid=&wsa_custom0=&wsa_custom1=&wsa_custom2=&wsa_custom3=&wsa_custom4=;200;OK;application/x-javascript;250
144;GET;http://www.googlecommerce.com/trustedstores/gtmp_compiled.js;200;OK;text/javascript;166
145;GET;http://www.gstatic.com/trustedstores/js/gtmp_compiled_CJq5WsikOC4.js;200;OK;text/javascript;346
146;GET;http://www.googlecommerce.com/trustedstores/s/tm2?id=235936&base_sid=7846456&jsv=CJq5WsikOC4&xpc=%7B%22cn%22%3A%22Wvqe1NW1tK%22%2C%22tp%22%3Anull%2C%22osh%22%3Anull%2C%22ppu%22%3A%22http%3A%2F%2Fafs-sl-pcmuit01.afservice.org%2Frobots.txt%22%2C%22lpu%22%3A%22http%3A%2F%2Fwww.googlecommerce.com%2Frobots.txt%22%7D;200;OK;text/html;198
147;POST;http://afs-sl-pcmuit01.afservice.org/ajaxCall/typeahead;200;OK;application/json;571
148;POST;http://afs-sl-pcmuit01.afservice.org/ajaxCall/typeahead;200;OK;application/json;243
149;GET;http://afs-sl-pcmuit01.afservice.org/s?rch&includeImage=true&ssrc=box&q=8321160;200;OK;text/html;3367
150;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/jquery/jquery-1.4.3.min.js;200;OK;text/javascript;475
151;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/prototype-min-1.6.0.2/p-min.js;200;OK;text/javascript;455
152;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/scriptaculous-js-1.8.1/scriptaculous.js?load=effects,controls;200;OK;text/javascript;235
153;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/scriptaculous-js-1.8.1/effects.js;200;OK;text/javascript;272
154;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/scriptaculous-js-1.8.1/controls.js;200;OK;text/javascript;238
155;GET;http://afs-sl-pcmuit01.afservice.org/ttsvr/mall/frameworks/jquery/trunk8.js;200;OK;text/javascript;233
156;GET;http://afs-sl-pcmuit01.afservice.org/assets/jquery/plugins/velocity.min.js;200;OK;text/javascript;237
157;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/org/jquery/jquery.cookie-1.4.1.min.js;200;OK;text/javascript;235
158;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/search/searchFacet/jquery-ui-1.10.4.min.js;200;OK;text/javascript;473
159;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/stylesheet/searchRedesign/commons/Selectyze.jquery.css;200;OK;text/css;268
160;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/stylesheet/searchRedesign/commons/jquery.selectBoxIt.css;200;OK;text/css;233
161;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/stylesheet/searchRedesign/commons/wbd.css;200;OK;text/css;237
162;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/stylesheet/searchRedesign/contentSearch/search-content-search.css;200;OK;text/css;250
163;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/search/searchFacet/jquery.maskedinput.js;200;OK;text/javascript;233
164;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/search/searchFacet/jquery.slimscroll.min.js;200;OK;text/javascript;235
165;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/Selectyze.jquery.js;200;OK;text/javascript;235
166;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/genericModalUtility.js;200;OK;text/javascript;233
167;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery-ui-1.10.4.min.js;200;OK;text/javascript;698
168;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery.color-2.1.2.min.js;200;OK;text/javascript;372
169;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery.easing.1.3.js;200;OK;text/javascript;233
170;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery.json-2.4.min.js;200;OK;text/javascript;232
171;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery.selectBoxIt.js;200;OK;text/javascript;246
172;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery.selectBoxItFix.js;200;OK;text/javascript;232
173;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery.slimscroll.min.js;200;OK;text/javascript;233
174;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/jquery.velocity.min.js;200;OK;text/javascript;237
175;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/searchRedesign/searchCompareUtility.js;200;OK;text/javascript;235
176;GET;http://afs-sl-pcmuit01.afservice.org/widgets/selectitbox/jquery-ui-1.10.4.custom.min.js;200;OK;text/javascript;237
177;GET;http://afs-sl-pcmuit01.afservice.org/mall/widgetti/javascript/tooltip/tooltp.js;200;OK;text/javascript;234
178;GET;http://afs-sl-pcmuit01.afservice.org/widgets/tooltip/tooltipedit.js;200;OK;text/javascript;237
179;GET;http://afs-sl-pcmuit01.afservice.org/widgets/header/session-link/js/session-link.js;200;OK;text/javascript;234
